,ENSEMBL_ID
2387,ENSG00000110934
2388,ENSG00000110955
2389,ENSG00000110958
2390,ENSG00000110987
2391,ENSG00000111011
2392,ENSG00000111077
2393,ENSG00000111142
2394,ENSG00000111144
2395,ENSG00000111145
2396,ENSG00000111196
2397,ENSG00000111203
2398,ENSG00000111206
2399,ENSG00000111215
2400,ENSG00000111229
2401,ENSG00000111231
2402,ENSG00000111237
2403,ENSG00000111252
2404,ENSG00000111261
2405,ENSG00000111266
2406,ENSG00000111269
2407,ENSG00000111271
2408,ENSG00000111275
2409,ENSG00000111276
2410,ENSG00000111300
2411,ENSG00000111321
2412,ENSG00000111325
2413,ENSG00000111328
2414,ENSG00000111331
2415,ENSG00000111335
2416,ENSG00000111341
2417,ENSG00000111348
2418,ENSG00000111358
2419,ENSG00000111361
2420,ENSG00000111364
2421,ENSG00000111371
2422,ENSG00000111412
2423,ENSG00000111445
2424,ENSG00000111450
2425,ENSG00000111481
2426,ENSG00000111530
2427,ENSG00000111540
2428,ENSG00000111554
2429,ENSG00000111581
2430,ENSG00000111596
2431,ENSG00000111602
2432,ENSG00000111605
2433,ENSG00000111615
2434,ENSG00000111639
2435,ENSG00000111640
2436,ENSG00000111641
2437,ENSG00000111642
2438,ENSG00000111647
2439,ENSG00000111652
2440,ENSG00000111653
2441,ENSG00000111665
2442,ENSG00000111666
2443,ENSG00000111667
2444,ENSG00000111669
2445,ENSG00000111670
2446,ENSG00000111671
2447,ENSG00000111674
2448,ENSG00000111676
2449,ENSG00000111678
2450,ENSG00000111679
2451,ENSG00000111684
2452,ENSG00000111696
2453,ENSG00000111707
2454,ENSG00000111711
2455,ENSG00000111716
2456,ENSG00000111725
2457,ENSG00000111726
2458,ENSG00000111727
2459,ENSG00000111731
2460,ENSG00000111737
2461,ENSG00000111752
2462,ENSG00000111775
2463,ENSG00000111785
2464,ENSG00000111786
2465,ENSG00000111790
2466,ENSG00000111799
2467,ENSG00000111801
2468,ENSG00000111802
2469,ENSG00000111817
2470,ENSG00000111832
2471,ENSG00000111843
2472,ENSG00000111845
2473,ENSG00000111850
2474,ENSG00000111859
2475,ENSG00000111875
2476,ENSG00000111877
2477,ENSG00000111880
2478,ENSG00000111885
2479,ENSG00000111897
2480,ENSG00000111906
2481,ENSG00000111907
2482,ENSG00000111911
2483,ENSG00000111912
2484,ENSG00000111961
2485,ENSG00000112029
2486,ENSG00000112031
2487,ENSG00000112033
2488,ENSG00000112062
2489,ENSG00000112078
2490,ENSG00000112079
2491,ENSG00000112081
2492,ENSG00000112096
2493,ENSG00000112110
2494,ENSG00000112118
2495,ENSG00000112130
2496,ENSG00000112144
2497,ENSG00000112146
2498,ENSG00000112149
2499,ENSG00000112159
2500,ENSG00000112167
2501,ENSG00000112186
2502,ENSG00000112200
2503,ENSG00000112208
2504,ENSG00000112210
2505,ENSG00000112234
2506,ENSG00000112237
2507,ENSG00000112242
2508,ENSG00000112245
2509,ENSG00000112249
2510,ENSG00000112282
2511,ENSG00000112290
2512,ENSG00000112294
2513,ENSG00000112304
2514,ENSG00000112305
2515,ENSG00000112306
2516,ENSG00000112308
2517,ENSG00000112312
2518,ENSG00000112335
2519,ENSG00000112339
2520,ENSG00000112357
2521,ENSG00000112367
2522,ENSG00000112378
2523,ENSG00000112406
2524,ENSG00000112419
2525,ENSG00000112473
2526,ENSG00000112511
2527,ENSG00000112514
2528,ENSG00000112531
2529,ENSG00000112561
2530,ENSG00000112562
2531,ENSG00000112576
2532,ENSG00000112578
2533,ENSG00000112584
2534,ENSG00000112592
2535,ENSG00000112624
2536,ENSG00000112640
2537,ENSG00000112651
2538,ENSG00000112655
2539,ENSG00000112658
2540,ENSG00000112659
2541,ENSG00000112667
2542,ENSG00000112679
2543,ENSG00000112685
2544,ENSG00000112695
2545,ENSG00000112697
2546,ENSG00000112699
2547,ENSG00000112701
2548,ENSG00000112715
2549,ENSG00000112739
2550,ENSG00000112759
2551,ENSG00000112763
2552,ENSG00000112769
2553,ENSG00000112773
2554,ENSG00000112787
2555,ENSG00000112799
2556,ENSG00000112851
2557,ENSG00000112855
2558,ENSG00000112874
2559,ENSG00000112893
2560,ENSG00000112941
2561,ENSG00000112972
2562,ENSG00000112977
2563,ENSG00000112983
2564,ENSG00000112992
2565,ENSG00000112996
2566,ENSG00000113013
2567,ENSG00000113048
2568,ENSG00000113068
2569,ENSG00000113070
2570,ENSG00000113108
2571,ENSG00000113119
2572,ENSG00000113140
2573,ENSG00000113141
2574,ENSG00000113161
2575,ENSG00000113163
2576,ENSG00000113194
2577,ENSG00000113240
2578,ENSG00000113269
2579,ENSG00000113272
2580,ENSG00000113273
2581,ENSG00000113282
2582,ENSG00000113300
2583,ENSG00000113312
2584,ENSG00000113318
2585,ENSG00000113328
2586,ENSG00000113360
2587,ENSG00000113368
2588,ENSG00000113369
2589,ENSG00000113384
2590,ENSG00000113387
2591,ENSG00000113391
2592,ENSG00000113407
2593,ENSG00000113441
2594,ENSG00000113456
2595,ENSG00000113460
2596,ENSG00000113504
2597,ENSG00000113522
2598,ENSG00000113552
2599,ENSG00000113558
2600,ENSG00000113569
2601,ENSG00000113575
2602,ENSG00000113580
2603,ENSG00000113583
2604,ENSG00000113593
2605,ENSG00000113597
2606,ENSG00000113615
2607,ENSG00000113621
2608,ENSG00000113638
2609,ENSG00000113643
2610,ENSG00000113645
2611,ENSG00000113648
2612,ENSG00000113649
2613,ENSG00000113657
2614,ENSG00000113658
2615,ENSG00000113712
2616,ENSG00000113716
2617,ENSG00000113719
2618,ENSG00000113721
2619,ENSG00000113732
2620,ENSG00000113734
2621,ENSG00000113742
2622,ENSG00000113758
2623,ENSG00000113761
2624,ENSG00000113790
2625,ENSG00000113810
2626,ENSG00000113811
2627,ENSG00000113812
2628,ENSG00000113838
2629,ENSG00000113845
2630,ENSG00000113851
2631,ENSG00000113916
2632,ENSG00000113971
2633,ENSG00000114013
2634,ENSG00000114019
2635,ENSG00000114021
2636,ENSG00000114023
2637,ENSG00000114026
2638,ENSG00000114030
2639,ENSG00000114054
2640,ENSG00000114062
2641,ENSG00000114098
2642,ENSG00000114107
2643,ENSG00000114115
2644,ENSG00000114125
2645,ENSG00000114126
2646,ENSG00000114127
2647,ENSG00000114166
2648,ENSG00000114209
2649,ENSG00000114302
2650,ENSG00000114315
2651,ENSG00000114316
2652,ENSG00000114331
2653,ENSG00000114346
2654,ENSG00000114353
2655,ENSG00000114354
2656,ENSG00000114383
2657,ENSG00000114388
2658,ENSG00000114391
2659,ENSG00000114395
2660,ENSG00000114405
2661,ENSG00000114416
2662,ENSG00000114423
2663,ENSG00000114439
2664,ENSG00000114446
2665,ENSG00000114473
2666,ENSG00000114480
2667,ENSG00000114491
2668,ENSG00000114503
2669,ENSG00000114520
2670,ENSG00000114541
2671,ENSG00000114544
2672,ENSG00000114554
2673,ENSG00000114573
2674,ENSG00000114626
2675,ENSG00000114648
2676,ENSG00000114650
2677,ENSG00000114686
2678,ENSG00000114698
2679,ENSG00000114735
2680,ENSG00000114738
2681,ENSG00000114742
2682,ENSG00000114744
2683,ENSG00000114745
2684,ENSG00000114767
2685,ENSG00000114770
2686,ENSG00000114779
2687,ENSG00000114784
2688,ENSG00000114796
2689,ENSG00000114850
2690,ENSG00000114853
2691,ENSG00000114857
2692,ENSG00000114861
2693,ENSG00000114867
2694,ENSG00000114902
2695,ENSG00000114904
2696,ENSG00000114942
2697,ENSG00000114956
2698,ENSG00000114978
2699,ENSG00000114982
2700,ENSG00000114988
2701,ENSG00000114993
2702,ENSG00000114999
2703,ENSG00000115020
2704,ENSG00000115042
2705,ENSG00000115053
2706,ENSG00000115073
2707,ENSG00000115084
2708,ENSG00000115091
2709,ENSG00000115107
2710,ENSG00000115109
2711,ENSG00000115128
2712,ENSG00000115129
2713,ENSG00000115145
2714,ENSG00000115159
2715,ENSG00000115165
2716,ENSG00000115170
2717,ENSG00000115183
2718,ENSG00000115204
2719,ENSG00000115207
2720,ENSG00000115211
2721,ENSG00000115216
2722,ENSG00000115226
2723,ENSG00000115233
2724,ENSG00000115234
2725,ENSG00000115239
2726,ENSG00000115241
2727,ENSG00000115255
2728,ENSG00000115267
2729,ENSG00000115268
2730,ENSG00000115271
2731,ENSG00000115274
2732,ENSG00000115275
2733,ENSG00000115282
2734,ENSG00000115286
2735,ENSG00000115289
2736,ENSG00000115306
2737,ENSG00000115307
2738,ENSG00000115310
2739,ENSG00000115317
2740,ENSG00000115325
2741,ENSG00000115350
2742,ENSG00000115355
2743,ENSG00000115364
2744,ENSG00000115365
2745,ENSG00000115368
2746,ENSG00000115380
2747,ENSG00000115392
2748,ENSG00000115414
2749,ENSG00000115415
2750,ENSG00000115419
2751,ENSG00000115421
2752,ENSG00000115425
2753,ENSG00000115446
2754,ENSG00000115457
2755,ENSG00000115459
2756,ENSG00000115461
2757,ENSG00000115464
2758,ENSG00000115468
2759,ENSG00000115484
2760,ENSG00000115486
2761,ENSG00000115504
2762,ENSG00000115514
2763,ENSG00000115520
2764,ENSG00000115523
2765,ENSG00000115524
2766,ENSG00000115525
2767,ENSG00000115539
2768,ENSG00000115540
2769,ENSG00000115541
2770,ENSG00000115548
2771,ENSG00000115561
2772,ENSG00000115568
2773,ENSG00000115594
2774,ENSG00000115641
2775,ENSG00000115649
2776,ENSG00000115652
2777,ENSG00000115657
2778,ENSG00000115661
2779,ENSG00000115677
2780,ENSG00000115685
2781,ENSG00000115687
2782,ENSG00000115694
2783,ENSG00000115738
2784,ENSG00000115750
2785,ENSG00000115756
2786,ENSG00000115758
2787,ENSG00000115760
2788,ENSG00000115761
2789,ENSG00000115762
2790,ENSG00000115806
2791,ENSG00000115808
2792,ENSG00000115816
2793,ENSG00000115825
2794,ENSG00000115827
2795,ENSG00000115828
2796,ENSG00000115839
2797,ENSG00000115840
2798,ENSG00000115841
2799,ENSG00000115866
2800,ENSG00000115875
2801,ENSG00000115884
2802,ENSG00000115902
2803,ENSG00000115904
2804,ENSG00000115935
2805,ENSG00000115942
2806,ENSG00000115944
2807,ENSG00000115946
2808,ENSG00000115947
2809,ENSG00000115956
2810,ENSG00000115963
2811,ENSG00000115966
2812,ENSG00000115970
2813,ENSG00000115977
2814,ENSG00000115993
2815,ENSG00000115998
2816,ENSG00000116001
2817,ENSG00000116005
2818,ENSG00000116016
2819,ENSG00000116030
2820,ENSG00000116044
2821,ENSG00000116062
2822,ENSG00000116095
2823,ENSG00000116096
2824,ENSG00000116120
2825,ENSG00000116127
2826,ENSG00000116128
2827,ENSG00000116133
2828,ENSG00000116138
2829,ENSG00000116151
2830,ENSG00000116157
2831,ENSG00000116161
2832,ENSG00000116171
2833,ENSG00000116191
2834,ENSG00000116198
2835,ENSG00000116199
2836,ENSG00000116209
2837,ENSG00000116212
2838,ENSG00000116213
2839,ENSG00000116221
2840,ENSG00000116237
2841,ENSG00000116251
2842,ENSG00000116260
2843,ENSG00000116266
2844,ENSG00000116273
2845,ENSG00000116285
2846,ENSG00000116288
2847,ENSG00000116337
2848,ENSG00000116350
2849,ENSG00000116353
2850,ENSG00000116406
2851,ENSG00000116455
2852,ENSG00000116459
2853,ENSG00000116473
2854,ENSG00000116478
2855,ENSG00000116489
2856,ENSG00000116497
2857,ENSG00000116514
2858,ENSG00000116521
2859,ENSG00000116539
2860,ENSG00000116560
2861,ENSG00000116574
2862,ENSG00000116580
2863,ENSG00000116584
2864,ENSG00000116586
2865,ENSG00000116604
2866,ENSG00000116641
2867,ENSG00000116649
2868,ENSG00000116661
2869,ENSG00000116663
2870,ENSG00000116667
2871,ENSG00000116670
2872,ENSG00000116678
2873,ENSG00000116679
2874,ENSG00000116685
2875,ENSG00000116688
2876,ENSG00000116691
2877,ENSG00000116698
2878,ENSG00000116701
2879,ENSG00000116704
2880,ENSG00000116717
2881,ENSG00000116729
2882,ENSG00000116731
2883,ENSG00000116741
2884,ENSG00000116747
2885,ENSG00000116750
2886,ENSG00000116752
2887,ENSG00000116754
2888,ENSG00000116761
2889,ENSG00000116774
2890,ENSG00000116786
2891,ENSG00000116791
2892,ENSG00000116793
2893,ENSG00000116809
2894,ENSG00000116815
2895,ENSG00000116830
2896,ENSG00000116857
2897,ENSG00000116863
2898,ENSG00000116871
2899,ENSG00000116874
2900,ENSG00000116885
2901,ENSG00000116898
2902,ENSG00000116903
2903,ENSG00000116906
2904,ENSG00000116918
2905,ENSG00000116922
2906,ENSG00000116954
2907,ENSG00000116962
2908,ENSG00000116977
2909,ENSG00000116984
2910,ENSG00000116990
2911,ENSG00000116991
2912,ENSG00000117000
2913,ENSG00000117036
2914,ENSG00000117054
2915,ENSG00000117091
2916,ENSG00000117114
2917,ENSG00000117118
2918,ENSG00000117133
2919,ENSG00000117139
2920,ENSG00000117143
2921,ENSG00000117151
2922,ENSG00000117153
2923,ENSG00000117155
2924,ENSG00000117174
2925,ENSG00000117222
2926,ENSG00000117226
2927,ENSG00000117228
2928,ENSG00000117262
2929,ENSG00000117266
2930,ENSG00000117280
2931,ENSG00000117298
2932,ENSG00000117305
2933,ENSG00000117308
2934,ENSG00000117318
2935,ENSG00000117335
2936,ENSG00000117360
2937,ENSG00000117362
2938,ENSG00000117385
2939,ENSG00000117394
2940,ENSG00000117395
2941,ENSG00000117399
2942,ENSG00000117408
2943,ENSG00000117410
2944,ENSG00000117411
2945,ENSG00000117419
2946,ENSG00000117448
2947,ENSG00000117450
2948,ENSG00000117461
2949,ENSG00000117475
2950,ENSG00000117479
2951,ENSG00000117480
2952,ENSG00000117481
2953,ENSG00000117500
2954,ENSG00000117505
2955,ENSG00000117519
2956,ENSG00000117523
2957,ENSG00000117528
2958,ENSG00000117533
2959,ENSG00000117543
2960,ENSG00000117569
2961,ENSG00000117592
2962,ENSG00000117593
2963,ENSG00000117597
2964,ENSG00000117602
2965,ENSG00000117614
2966,ENSG00000117616
2967,ENSG00000117620
2968,ENSG00000117625
2969,ENSG00000117632
2970,ENSG00000117640
2971,ENSG00000117643
2972,ENSG00000117676
2973,ENSG00000117682
2974,ENSG00000117691
2975,ENSG00000117697
2976,ENSG00000117713
2977,ENSG00000117724
2978,ENSG00000117748
2979,ENSG00000117751
2980,ENSG00000117758
2981,ENSG00000117791
2982,ENSG00000117859
2983,ENSG00000117862
2984,ENSG00000117868
2985,ENSG00000117877
2986,ENSG00000117899
2987,ENSG00000117906
2988,ENSG00000117984
2989,ENSG00000118007
2990,ENSG00000118046
2991,ENSG00000118058
2992,ENSG00000118096
2993,ENSG00000118162
2994,ENSG00000118181
2995,ENSG00000118197
2996,ENSG00000118200
2997,ENSG00000118217
2998,ENSG00000118246
2999,ENSG00000118257
3000,ENSG00000118260
3001,ENSG00000118292
3002,ENSG00000118308
3003,ENSG00000118363
3004,ENSG00000118412
3005,ENSG00000118418
3006,ENSG00000118420
3007,ENSG00000118454
3008,ENSG00000118482
3009,ENSG00000118503
3010,ENSG00000118507
3011,ENSG00000118508
3012,ENSG00000118515
3013,ENSG00000118518
3014,ENSG00000118523
3015,ENSG00000118564
3016,ENSG00000118579
3017,ENSG00000118600
3018,ENSG00000118640
3019,ENSG00000118680
3020,ENSG00000118689
3021,ENSG00000118705
3022,ENSG00000118707
3023,ENSG00000118762
3024,ENSG00000118785
3025,ENSG00000118816
3026,ENSG00000118855
3027,ENSG00000118873
3028,ENSG00000118894
3029,ENSG00000118900
3030,ENSG00000118939
3031,ENSG00000118960
3032,ENSG00000118961
3033,ENSG00000118985
3034,ENSG00000119004
3035,ENSG00000119013
3036,ENSG00000119041
3037,ENSG00000119048
3038,ENSG00000119138
3039,ENSG00000119139
3040,ENSG00000119185
3041,ENSG00000119203
3042,ENSG00000119227
3043,ENSG00000119231
3044,ENSG00000119242
3045,ENSG00000119280
3046,ENSG00000119285
3047,ENSG00000119314
3048,ENSG00000119318
3049,ENSG00000119321
3050,ENSG00000119326
3051,ENSG00000119328
3052,ENSG00000119333
3053,ENSG00000119335
3054,ENSG00000119383
3055,ENSG00000119392
3056,ENSG00000119396
3057,ENSG00000119397
3058,ENSG00000119401
3059,ENSG00000119402
3060,ENSG00000119403
3061,ENSG00000119408
3062,ENSG00000119414
3063,ENSG00000119421
3064,ENSG00000119431
3065,ENSG00000119446
3066,ENSG00000119471
3067,ENSG00000119487
3068,ENSG00000119509
3069,ENSG00000119522
3070,ENSG00000119523
3071,ENSG00000119535
3072,ENSG00000119537
3073,ENSG00000119541
3074,ENSG00000119559
3075,ENSG00000119574
3076,ENSG00000119596
3077,ENSG00000119599
3078,ENSG00000119616
3079,ENSG00000119630
3080,ENSG00000119632
3081,ENSG00000119638
3082,ENSG00000119640
3083,ENSG00000119650
3084,ENSG00000119655
3085,ENSG00000119661
3086,ENSG00000119669
3087,ENSG00000119673
3088,ENSG00000119681
3089,ENSG00000119682
3090,ENSG00000119684
3091,ENSG00000119685
3092,ENSG00000119688
3093,ENSG00000119689
3094,ENSG00000119699
3095,ENSG00000119703
3096,ENSG00000119705
3097,ENSG00000119707
3098,ENSG00000119711
3099,ENSG00000119718
3100,ENSG00000119720
3101,ENSG00000119723
3102,ENSG00000119725
3103,ENSG00000119729
3104,ENSG00000119760
3105,ENSG00000119772
3106,ENSG00000119777
3107,ENSG00000119782
3108,ENSG00000119787
3109,ENSG00000119801
3110,ENSG00000119812
3111,ENSG00000119820
3112,ENSG00000119844
3113,ENSG00000119862
3114,ENSG00000119865
3115,ENSG00000119878
3116,ENSG00000119899
3117,ENSG00000119900
3118,ENSG00000119906
3119,ENSG00000119912
3120,ENSG00000119917
3121,ENSG00000119922
3122,ENSG00000119927
3123,ENSG00000119929
3124,ENSG00000119943
3125,ENSG00000119950
3126,ENSG00000119953
3127,ENSG00000119965
3128,ENSG00000119969
3129,ENSG00000119977
3130,ENSG00000119979
3131,ENSG00000119986
3132,ENSG00000120008
3133,ENSG00000120029
3134,ENSG00000120053
3135,ENSG00000120063
3136,ENSG00000120071
3137,ENSG00000120129
3138,ENSG00000120137
3139,ENSG00000120158
3140,ENSG00000120159
3141,ENSG00000120253
3142,ENSG00000120254
3143,ENSG00000120256
3144,ENSG00000120265
3145,ENSG00000120306
3146,ENSG00000120314
3147,ENSG00000120318
3148,ENSG00000120333
3149,ENSG00000120370
3150,ENSG00000120437
3151,ENSG00000120438
3152,ENSG00000120451
3153,ENSG00000120458
3154,ENSG00000120519
3155,ENSG00000120526
3156,ENSG00000120533
3157,ENSG00000120539
3158,ENSG00000120549
3159,ENSG00000120594
3160,ENSG00000120616
3161,ENSG00000120647
3162,ENSG00000120656
3163,ENSG00000120662
3164,ENSG00000120675
3165,ENSG00000120685
3166,ENSG00000120686
3167,ENSG00000120688
3168,ENSG00000120690
3169,ENSG00000120694
3170,ENSG00000120696
3171,ENSG00000120697
3172,ENSG00000120699
3173,ENSG00000120705
3174,ENSG00000120708
3175,ENSG00000120709
3176,ENSG00000120725
3177,ENSG00000120727
3178,ENSG00000120733
3179,ENSG00000120738
3180,ENSG00000120742
3181,ENSG00000120798
3182,ENSG00000120800
3183,ENSG00000120802
3184,ENSG00000120805
3185,ENSG00000120832
3186,ENSG00000120833
3187,ENSG00000120837
3188,ENSG00000120860
3189,ENSG00000120868
3190,ENSG00000120885
3191,ENSG00000120889
3192,ENSG00000120896
3193,ENSG00000120899
3194,ENSG00000120910
3195,ENSG00000120913
3196,ENSG00000120915
3197,ENSG00000120925
3198,ENSG00000120942
3199,ENSG00000120948
3200,ENSG00000120963
3201,ENSG00000120992
3202,ENSG00000121022
3203,ENSG00000121039
3204,ENSG00000121057
3205,ENSG00000121058
3206,ENSG00000121060
3207,ENSG00000121064
3208,ENSG00000121067
3209,ENSG00000121068
3210,ENSG00000121073
3211,ENSG00000121104
3212,ENSG00000121210
3213,ENSG00000121274
3214,ENSG00000121289
3215,ENSG00000121310
3216,ENSG00000121316
3217,ENSG00000121350
3218,ENSG00000121390
3219,ENSG00000121410
3220,ENSG00000121413
3221,ENSG00000121417
3222,ENSG00000121481
3223,ENSG00000121486
3224,ENSG00000121542
3225,ENSG00000121578
3226,ENSG00000121579
3227,ENSG00000121644
3228,ENSG00000121653
3229,ENSG00000121671
3230,ENSG00000121680
3231,ENSG00000121691
3232,ENSG00000121716
3233,ENSG00000121741
3234,ENSG00000121749
3235,ENSG00000121766
3236,ENSG00000121769
3237,ENSG00000121774
3238,ENSG00000121775
3239,ENSG00000121851
3240,ENSG00000121858
3241,ENSG00000121864
3242,ENSG00000121879
3243,ENSG00000121892
3244,ENSG00000121897
3245,ENSG00000121900
3246,ENSG00000121931
3247,ENSG00000121940
3248,ENSG00000121964
3249,ENSG00000121966
3250,ENSG00000121989
3251,ENSG00000122008
3252,ENSG00000122026
3253,ENSG00000122033
3254,ENSG00000122034
3255,ENSG00000122035
3256,ENSG00000122042
3257,ENSG00000122068
3258,ENSG00000122085
3259,ENSG00000122140
3260,ENSG00000122176
3261,ENSG00000122203
3262,ENSG00000122218
3263,ENSG00000122257
3264,ENSG00000122299
3265,ENSG00000122335
3266,ENSG00000122359
3267,ENSG00000122376
3268,ENSG00000122378
3269,ENSG00000122386
3270,ENSG00000122390
3271,ENSG00000122406
3272,ENSG00000122417
3273,ENSG00000122435
3274,ENSG00000122481
3275,ENSG00000122482
3276,ENSG00000122484
3277,ENSG00000122490
3278,ENSG00000122507
3279,ENSG00000122512
3280,ENSG00000122515
3281,ENSG00000122545
3282,ENSG00000122547
3283,ENSG00000122550
3284,ENSG00000122557
3285,ENSG00000122565
3286,ENSG00000122566
3287,ENSG00000122591
3288,ENSG00000122642
3289,ENSG00000122643
3290,ENSG00000122644
3291,ENSG00000122674
3292,ENSG00000122678
3293,ENSG00000122679
3294,ENSG00000122687
3295,ENSG00000122692
3296,ENSG00000122694
3297,ENSG00000122696
3298,ENSG00000122705
3299,ENSG00000122729
3300,ENSG00000122741
3301,ENSG00000122779
3302,ENSG00000122783
3303,ENSG00000122786
3304,ENSG00000122861
3305,ENSG00000122862
3306,ENSG00000122873
3307,ENSG00000122882
3308,ENSG00000122884
3309,ENSG00000122912
3310,ENSG00000122952
3311,ENSG00000122958
3312,ENSG00000122965
3313,ENSG00000122970
3314,ENSG00000122971
3315,ENSG00000122986
3316,ENSG00000123064
3317,ENSG00000123066
3318,ENSG00000123080
3319,ENSG00000123091
3320,ENSG00000123094
3321,ENSG00000123104
3322,ENSG00000123106
3323,ENSG00000123124
3324,ENSG00000123136
3325,ENSG00000123143
3326,ENSG00000123144
3327,ENSG00000123146
3328,ENSG00000123154
3329,ENSG00000123159
3330,ENSG00000123178
3331,ENSG00000123179
3332,ENSG00000123200
3333,ENSG00000123213
3334,ENSG00000123240
3335,ENSG00000123268
3336,ENSG00000123297
3337,ENSG00000123329
3338,ENSG00000123338
3339,ENSG00000123349
3340,ENSG00000123352
3341,ENSG00000123353
3342,ENSG00000123358
3343,ENSG00000123374
3344,ENSG00000123384
3345,ENSG00000123395
3346,ENSG00000123415
3347,ENSG00000123416
3348,ENSG00000123427
3349,ENSG00000123444
3350,ENSG00000123472
3351,ENSG00000123505
3352,ENSG00000123545
3353,ENSG00000123600
3354,ENSG00000123607
3355,ENSG00000123609
3356,ENSG00000123636
3357,ENSG00000123684
3358,ENSG00000123685
3359,ENSG00000123737
3360,ENSG00000123739
3361,ENSG00000123810
3362,ENSG00000123815
3363,ENSG00000123836
3364,ENSG00000123908
3365,ENSG00000123933
3366,ENSG00000123975
3367,ENSG00000123983
3368,ENSG00000123989
3369,ENSG00000123992
3370,ENSG00000124006
3371,ENSG00000124067
3372,ENSG00000124074
3373,ENSG00000124098
3374,ENSG00000124104
3375,ENSG00000124120
3376,ENSG00000124126
3377,ENSG00000124140
3378,ENSG00000124145
3379,ENSG00000124151
3380,ENSG00000124155
3381,ENSG00000124160
3382,ENSG00000124164
3383,ENSG00000124172
3384,ENSG00000124177
3385,ENSG00000124181
3386,ENSG00000124193
3387,ENSG00000124198
3388,ENSG00000124201
3389,ENSG00000124207
3390,ENSG00000124209
3391,ENSG00000124214
3392,ENSG00000124222
3393,ENSG00000124225
3394,ENSG00000124226
3395,ENSG00000124228
3396,ENSG00000124243
3397,ENSG00000124275
3398,ENSG00000124279
3399,ENSG00000124299
3400,ENSG00000124356
3401,ENSG00000124357
3402,ENSG00000124370
3403,ENSG00000124380
3404,ENSG00000124383
3405,ENSG00000124422
3406,ENSG00000124444
3407,ENSG00000124459
3408,ENSG00000124491
3409,ENSG00000124508
3410,ENSG00000124523
3411,ENSG00000124532
3412,ENSG00000124535
3413,ENSG00000124541
3414,ENSG00000124562
3415,ENSG00000124570
3416,ENSG00000124571
3417,ENSG00000124574
3418,ENSG00000124587
3419,ENSG00000124588
3420,ENSG00000124596
3421,ENSG00000124608
3422,ENSG00000124614
3423,ENSG00000124615
3424,ENSG00000124641
3425,ENSG00000124659
3426,ENSG00000124688
3427,ENSG00000124702
3428,ENSG00000124733
3429,ENSG00000124762
3430,ENSG00000124766
3431,ENSG00000124767
3432,ENSG00000124782
3433,ENSG00000124783
3434,ENSG00000124784
3435,ENSG00000124786
3436,ENSG00000124787
3437,ENSG00000124788
3438,ENSG00000124789
3439,ENSG00000124795
3440,ENSG00000124802
3441,ENSG00000124831
3442,ENSG00000124942
3443,ENSG00000125037
3444,ENSG00000125089
3445,ENSG00000125107
3446,ENSG00000125124
3447,ENSG00000125144
3448,ENSG00000125148
3449,ENSG00000125149
3450,ENSG00000125166
3451,ENSG00000125170
3452,ENSG00000125246
3453,ENSG00000125247
3454,ENSG00000125249
3455,ENSG00000125257
3456,ENSG00000125266
3457,ENSG00000125304
3458,ENSG00000125347
3459,ENSG00000125375
3460,ENSG00000125378
3461,ENSG00000125386
3462,ENSG00000125398
3463,ENSG00000125434
3464,ENSG00000125445
3465,ENSG00000125447
3466,ENSG00000125449
3467,ENSG00000125450
3468,ENSG00000125454
3469,ENSG00000125457
3470,ENSG00000125458
3471,ENSG00000125459
3472,ENSG00000125482
3473,ENSG00000125484
3474,ENSG00000125485
3475,ENSG00000125503
3476,ENSG00000125505
3477,ENSG00000125520
3478,ENSG00000125534
3479,ENSG00000125611
3480,ENSG00000125629
3481,ENSG00000125630
3482,ENSG00000125633
3483,ENSG00000125637
3484,ENSG00000125648
3485,ENSG00000125651
3486,ENSG00000125652
3487,ENSG00000125656
3488,ENSG00000125686
3489,ENSG00000125691
3490,ENSG00000125703
3491,ENSG00000125730
3492,ENSG00000125733
3493,ENSG00000125734
3494,ENSG00000125740
3495,ENSG00000125741
3496,ENSG00000125743
3497,ENSG00000125744
3498,ENSG00000125746
3499,ENSG00000125753
3500,ENSG00000125755
3501,ENSG00000125772
3502,ENSG00000125775
3503,ENSG00000125779
3504,ENSG00000125810
3505,ENSG00000125812
3506,ENSG00000125814
3507,ENSG00000125817
3508,ENSG00000125818
3509,ENSG00000125821
3510,ENSG00000125826
3511,ENSG00000125827
3512,ENSG00000125834
3513,ENSG00000125835
3514,ENSG00000125841
3515,ENSG00000125843
3516,ENSG00000125844
3517,ENSG00000125846
3518,ENSG00000125863
3519,ENSG00000125868
3520,ENSG00000125870
3521,ENSG00000125871
3522,ENSG00000125875
3523,ENSG00000125877
3524,ENSG00000125898
3525,ENSG00000125901
3526,ENSG00000125912
3527,ENSG00000125944
3528,ENSG00000125945
3529,ENSG00000125952
3530,ENSG00000125967
3531,ENSG00000125968
3532,ENSG00000125970
3533,ENSG00000125971
3534,ENSG00000125977
3535,ENSG00000125991
3536,ENSG00000125995
3537,ENSG00000126001
3538,ENSG00000126003
3539,ENSG00000126005
3540,ENSG00000126062
3541,ENSG00000126067
3542,ENSG00000126088
3543,ENSG00000126091
3544,ENSG00000126106
3545,ENSG00000126107
3546,ENSG00000126214
3547,ENSG00000126215
3548,ENSG00000126216
3549,ENSG00000126217
3550,ENSG00000126226
3551,ENSG00000126243
