,ENSEMBL_ID,HGNC
8234,ENSG00000085662,AKR1B1
8235,ENSG00000132481,TRIM47
8236,ENSG00000196724,ZNF418
8237,ENSG00000264230,ANXA8L1
8238,ENSG00000121897,LIAS
8239,ENSG00000141569,TRIM65
8240,ENSG00000166111,SVOP
8241,ENSG00000197951,ZNF71
8242,ENSG00000161016,RPL8
8243,ENSG00000171827,ZNF570
8244,ENSG00000204568,MRPS18B
8245,ENSG00000204316,MRPL38
8246,ENSG00000126246,IGFLR1
8247,ENSG00000227059,ANHX
8248,ENSG00000161267,BDH1
8249,ENSG00000128833,MYO5C
8250,ENSG00000137343,ATAT1
8251,ENSG00000161265,U2AF1L4
8252,ENSG00000204174,NPY4R
8253,ENSG00000161533,ACOX1
8254,ENSG00000176834,VSIG10
8255,ENSG00000165730,STOX1
8256,ENSG00000214128,TMEM213
8257,ENSG00000139351,SYCP3
8258,ENSG00000122779,TRIM24
8259,ENSG00000107625,DDX50
8260,ENSG00000143476,DTL
8261,ENSG00000205155,PSENEN
8262,ENSG00000169900,PYDC1
8263,ENSG00000261052,SULT1A3
8264,ENSG00000261408,TEN1-CDK3
8265,ENSG00000267796,LIN37
8266,ENSG00000127252,PLAAT1
8267,ENSG00000257949,TEN1
8268,ENSG00000086159,AQP6
8269,ENSG00000253548,PYDC2
8270,ENSG00000182809,CRIP2
8271,ENSG00000004776,HSPB6
8272,ENSG00000167880,EVPL
8273,ENSG00000104903,LYL1
8274,ENSG00000006459,KDM7A
8275,ENSG00000111696,NT5DC3
8276,ENSG00000090661,CERS4
8277,ENSG00000128989,ARPP19
8278,ENSG00000121486,TRMT1L
8279,ENSG00000214688,C10orf105
8280,ENSG00000109814,UGDH
8281,ENSG00000107738,VSIR
8282,ENSG00000106648,GALNTL5
8283,ENSG00000110090,CPT1A
8284,ENSG00000163961,RNF168
8285,ENSG00000107736,CDH23
8286,ENSG00000175643,RMI2
8287,ENSG00000134532,SOX5
8288,ENSG00000273331,TM4SF19-DYNLT2B
8289,ENSG00000178279,TNP2
8290,ENSG00000178257,PRM3
8291,ENSG00000163958,ZDHHC19
8292,ENSG00000122304,PRM2
8293,ENSG00000057252,SOAT1
8294,ENSG00000167881,SRP68
8295,ENSG00000131871,SELENOS
8296,ENSG00000175646,PRM1
8297,ENSG00000168397,ATG4B
8298,ENSG00000184602,SNN
8299,ENSG00000145016,RUBCN
8300,ENSG00000166454,ATMIN
8301,ENSG00000183742,MACC1
8302,ENSG00000170619,COMMD5
8303,ENSG00000213145,CRIP1
8304,ENSG00000167775,CD320
8305,ENSG00000140905,GCSH
8306,ENSG00000070444,MNT
8307,ENSG00000198074,AKR1B10
8308,ENSG00000196150,ZNF250
8309,ENSG00000197345,MRPL21
8310,ENSG00000267855,NDUFA7
8311,ENSG00000123685,BATF3
8312,ENSG00000234438,KBTBD13
8313,ENSG00000131873,CHSY1
8314,ENSG00000127804,METTL16
8315,ENSG00000162852,CNST
8316,ENSG00000163900,TMEM41A
8317,ENSG00000233927,RPS28
8318,ENSG00000184277,TM2D3
8319,ENSG00000188747,NOXA1
8320,ENSG00000180611,MB21D2
8321,ENSG00000091732,ZC3HC1
8322,ENSG00000166473,PKD1L2
8323,ENSG00000172938,MRGPRD
8324,ENSG00000185347,TEDC1
8325,ENSG00000172935,MRGPRF
8326,ENSG00000143842,SOX13
8327,ENSG00000167772,ANGPTL4
8328,ENSG00000162341,TPCN2
8329,ENSG00000007168,PAFAH1B1
8330,ENSG00000090530,P3H2
8331,ENSG00000204564,C6orf136
8332,ENSG00000116962,NID1
8333,ENSG00000185418,TARS3
8334,ENSG00000170631,ZNF16
8335,ENSG00000185236,RAB11B
8336,ENSG00000163682,RPL9
8337,ENSG00000137073,UBAP2
8338,ENSG00000164898,FMC1
8339,ENSG00000106554,CHCHD3
8340,ENSG00000185798,WDR53
8341,ENSG00000108179,PPIF
8342,ENSG00000099783,HNRNPM
8343,ENSG00000179832,MROH1
8344,ENSG00000204560,DHX16
8345,ENSG00000111790,FGFR1OP2
8346,ENSG00000159388,BTG2
8347,ENSG00000181450,ZNF678
8348,ENSG00000165424,ZCCHC24
8349,ENSG00000188001,TPRG1
8350,ENSG00000106459,NRF1
8351,ENSG00000185303,SFTPA2
8352,ENSG00000010438,PRSS3
8353,ENSG00000120333,MRPS14
8354,ENSG00000135697,BCO1
8355,ENSG00000140479,PCSK6
8356,ENSG00000162753,SLC9C2
8357,ENSG00000110344,UBE4A
8358,ENSG00000173208,ABCD2
8359,ENSG00000148339,SLC25A25
8360,ENSG00000122852,SFTPA1
8361,ENSG00000127337,YEATS4
8362,ENSG00000128641,MYO1B
8363,ENSG00000163960,UBXN7
8364,ENSG00000090857,PDPR
8365,ENSG00000204574,ABCF1
8366,ENSG00000143355,LHX9
8367,ENSG00000106400,ZNHIT1
8368,ENSG00000145331,TRMT10A
8369,ENSG00000184986,TMEM121
8370,ENSG00000121058,COIL
8371,ENSG00000181092,ADIPOQ
8372,ENSG00000170265,ZNF282
8373,ENSG00000121644,DESI2
8374,ENSG00000121064,SCPEP1
8375,ENSG00000127249,ATP13A4
8376,ENSG00000132740,IGHMBP2
8377,ENSG00000182197,EXT1
8378,ENSG00000174502,SLC26A9
8379,ENSG00000146966,DENND2A
8380,ENSG00000183092,BEGAIN
8381,ENSG00000137094,DNAJB5
8382,ENSG00000223496,EXOSC6
8383,ENSG00000104643,MTMR9
8384,ENSG00000062650,WAPL
8385,ENSG00000157349,DDX19B
8386,ENSG00000071246,VASH1
8387,ENSG00000006831,ADIPOR2
8388,ENSG00000177239,MAN1B1
8389,ENSG00000133246,PRAM1
8390,ENSG00000082269,FAM135A
8391,ENSG00000121057,AKAP1
8392,ENSG00000013523,ANGEL1
8393,ENSG00000205835,GMNC
8394,ENSG00000151062,CACNA2D4
8395,ENSG00000197024,ZNF398
8396,ENSG00000214097,SMCO1
8397,ENSG00000177710,SLC35G5
8398,ENSG00000133250,ZNF414
8399,ENSG00000158715,SLC45A3
8400,ENSG00000109339,MAPK10
8401,ENSG00000138109,CYP2C9
8402,ENSG00000244405,ETV5
8403,ENSG00000143195,ILDR2
8404,ENSG00000119669,IRF2BPL
8405,ENSG00000105467,SYNGR4
8406,ENSG00000136834,OR1J1
8407,ENSG00000197233,OR1J2
8408,ENSG00000239590,OR1J4
8409,ENSG00000171505,OR1N1
8410,ENSG00000171501,OR1N2
8411,ENSG00000105438,KDELR1
8412,ENSG00000165202,OR1Q1
8413,ENSG00000280094,OR1B1
8414,ENSG00000100565,LRRC74A
8415,ENSG00000173679,OR1L1
8416,ENSG00000154319,FAM167A
8417,ENSG00000138115,CYP2C8
8418,ENSG00000107249,GLIS3
8419,ENSG00000157703,SVOPL
8420,ENSG00000105447,GRWD1
8421,ENSG00000162849,KIF26B
8422,ENSG00000205884,DEFB136
8423,ENSG00000174928,C3orf33
8424,ENSG00000184276,DEFB108B
8425,ENSG00000233050,DEFB130B
8426,ENSG00000225805,DEFB131B
8427,ENSG00000153944,MSI2
8428,ENSG00000166165,CKB
8429,ENSG00000226430,USP17L7
8430,ENSG00000188487,INSC
8431,ENSG00000181467,RAP2B
8432,ENSG00000077782,FGFR1
8433,ENSG00000182324,KCNJ14
8434,ENSG00000067533,RRP15
8435,ENSG00000128585,MKLN1
8436,ENSG00000059573,ALDH18A1
8437,ENSG00000182580,EPHB3
8438,ENSG00000175787,ZNF169
8439,ENSG00000116209,TMEM59
8440,ENSG00000256053,COA8
8441,ENSG00000088002,SULT2B1
8442,ENSG00000168374,ARF4
8443,ENSG00000138185,ENTPD1
8444,ENSG00000130957,FBP2
8445,ENSG00000177202,SPACA4
8446,ENSG00000063177,RPL18
8447,ENSG00000165140,FBP1
8448,ENSG00000163898,LIPH
8449,ENSG00000183137,CEP57L1
8450,ENSG00000158623,COPG2
8451,ENSG00000184304,PRKD1
8452,ENSG00000106780,MEGF9
8453,ENSG00000225973,PIGBOS1
8454,ENSG00000138131,LOXL4
8455,ENSG00000069943,PIGB
8456,ENSG00000180891,CUEDC1
8457,ENSG00000119402,FBXW2
8458,ENSG00000156395,SORCS3
8459,ENSG00000163577,EIF5A2
8460,ENSG00000119392,GLE1
8461,ENSG00000125375,DMAC2L
8462,ENSG00000197771,MCMBP
8463,ENSG00000137876,RSL24D1
8464,ENSG00000168385,SEPTIN2
8465,ENSG00000116161,CACYBP
8466,ENSG00000063176,SPHK2
8467,ENSG00000136451,VEZF1
8468,ENSG00000153283,CD96
8469,ENSG00000168872,DDX19A
8470,ENSG00000113013,HSPA9
8471,ENSG00000211448,DIO2
8472,ENSG00000136450,SRSF1
8473,ENSG00000107651,SEC23IP
8474,ENSG00000189320,FAM180A
8475,ENSG00000139970,RTN1
8476,ENSG00000080854,IGSF9B
8477,ENSG00000264364,DYNLL2
8478,ENSG00000059377,TBXAS1
8479,ENSG00000121053,EPX
8480,ENSG00000105516,DBP
8481,ENSG00000167117,ANKRD40CL
8482,ENSG00000077157,PPP1R12B
8483,ENSG00000152778,IFIT5
8484,ENSG00000243678,NME2
8485,ENSG00000063180,CA11
8486,ENSG00000149292,TTC12
8487,ENSG00000138135,CH25H
8488,ENSG00000107798,LIPA
8489,ENSG00000163714,U2SURP
8490,ENSG00000187446,CHP1
8491,ENSG00000157350,ST3GAL2
8492,ENSG00000100526,CDKN3
8493,ENSG00000176920,FUT2
8494,ENSG00000176909,MAMSTR
8495,ENSG00000105518,TMEM205
8496,ENSG00000002919,SNX11
8497,ENSG00000157353,FCSK
8498,ENSG00000119977,TCTN3
8499,ENSG00000104147,OIP5
8500,ENSG00000137804,NUSAP1
8501,ENSG00000165006,UBAP1
8502,ENSG00000183401,CCDC159
8503,ENSG00000108352,RAPGEFL1
8504,ENSG00000166159,LRTM2
8505,ENSG00000124786,SLC35B3
8506,ENSG00000119917,IFIT3
8507,ENSG00000151065,DCP1B
8508,ENSG00000197444,OGDHL
8509,ENSG00000173928,SWSAP1
8510,ENSG00000187266,EPOR
8511,ENSG00000164978,NUDT2
8512,ENSG00000047936,ROS1
8513,ENSG00000164976,MYORG
8514,ENSG00000251493,FOXD1
8515,ENSG00000186638,KIF24
8516,ENSG00000111752,PHC1
8517,ENSG00000164331,ANKRA2
8518,ENSG00000152104,PTPN14
8519,ENSG00000173258,ZNF483
8520,ENSG00000189091,SF3B3
8521,ENSG00000106018,VIPR2
8522,ENSG00000178440,TIMM23B-AGAP6
8523,ENSG00000166579,NDEL1
8524,ENSG00000198964,SGMS1
8525,ENSG00000164338,UTP15
8526,ENSG00000205517,RGL3
8527,ENSG00000106853,PTGR1
8528,ENSG00000137806,NDUFAF1
8529,ENSG00000100852,ARHGAP5
8530,ENSG00000214736,TOMM6
8531,ENSG00000137825,ITPKA
8532,ENSG00000258659,TRIM34
8533,ENSG00000197935,ZNF311
8534,ENSG00000062524,LTK
8535,ENSG00000117650,NEK2
8536,ENSG00000198682,PAPSS2
8537,ENSG00000129673,AANAT
8538,ENSG00000152894,PTPRK
8539,ENSG00000215018,COL28A1
8540,ENSG00000175582,RAB6A
8541,ENSG00000198740,ZNF652
8542,ENSG00000165795,NDRG2
8543,ENSG00000090861,AARS1
8544,ENSG00000203724,C1orf53
8545,ENSG00000144820,ADGRG7
8546,ENSG00000138138,ATAD1
8547,ENSG00000158764,ITLN2
8548,ENSG00000167716,WDR81
8549,ENSG00000003056,M6PR
8550,ENSG00000152700,SAR1B
8551,ENSG00000188783,PRELP
8552,ENSG00000059769,DNAJC25
8553,ENSG00000163751,CPA3
8554,ENSG00000198003,ODAD3
8555,ENSG00000227268,KLLN
8556,ENSG00000168118,RAB4A
8557,ENSG00000150347,ARID5B
8558,ENSG00000103932,RPAP1
8559,ENSG00000244115,DNAJC25-GNG10
8560,ENSG00000139187,KLRG1
8561,ENSG00000242616,GNG10
8562,ENSG00000148154,UGCG
8563,ENSG00000166343,MSS51
8564,ENSG00000163754,GYG1
8565,ENSG00000173726,TOMM20
8566,ENSG00000107758,PPP3CB
8567,ENSG00000126838,PZP
8568,ENSG00000152382,TADA1
8569,ENSG00000113615,SEC24A
8570,ENSG00000165181,SHOC1
8571,ENSG00000196361,ELAVL3
8572,ENSG00000136436,CALCOCO2
8573,ENSG00000143839,REN
8574,ENSG00000168303,MPLKIP
8575,ENSG00000134802,SLC43A3
8576,ENSG00000105856,HBP1
8577,ENSG00000092445,TYRO3
8578,ENSG00000164615,CAMLG
8579,ENSG00000161914,ZNF653
8580,ENSG00000145833,DDX46
8581,ENSG00000075826,SEC31B
8582,ENSG00000135829,DHX9
8583,ENSG00000107130,NCS1
8584,ENSG00000130176,CNN1
8585,ENSG00000071794,HLTF
8586,ENSG00000130707,ASS1
8587,ENSG00000089225,TBX5
8588,ENSG00000172209,GPR22
8589,ENSG00000169926,KLF13
8590,ENSG00000154415,PPP1R3A
8591,ENSG00000161609,KASH5
8592,ENSG00000058335,RASGRF1
8593,ENSG00000134717,BTF3L4
8594,ENSG00000181904,C5orf24
8595,ENSG00000164778,EN2
8596,ENSG00000113621,TXNDC15
8597,ENSG00000175600,SUGCT
8598,ENSG00000175189,INHBC
8599,ENSG00000113140,SPARC
8600,ENSG00000116668,SWT1
8601,ENSG00000111087,GLI1
8602,ENSG00000148120,AOPEP
8603,ENSG00000162975,KCNF1
8604,ENSG00000142538,PTH2
8605,ENSG00000166136,NDUFB8
8606,ENSG00000070495,JMJD6
8607,ENSG00000104888,SLC17A7
8608,ENSG00000150873,C2orf50
8609,ENSG00000258227,CLEC5A
8610,ENSG00000162976,SLC66A3
8611,ENSG00000143756,FBXO28
8612,ENSG00000129084,PSMA1
8613,ENSG00000177556,ATOX1
8614,ENSG00000123329,ARHGAP9
8615,ENSG00000166135,HIF1AN
8616,ENSG00000170777,TPD52L3
8617,ENSG00000136870,ZNF189
8618,ENSG00000257138,TAS2R38
8619,ENSG00000170775,GPR37
8620,ENSG00000173868,PHOSPHO1
8621,ENSG00000143702,CEP170
8622,ENSG00000104872,PIH1D1
8623,ENSG00000145888,GLRA1
8624,ENSG00000103811,CTSH
8625,ENSG00000075891,PAX2
8626,ENSG00000160408,ST6GALNAC6
8627,ENSG00000186075,ZPBP2
8628,ENSG00000272968,RBAK-RBAKDN
8629,ENSG00000163755,HPS3
8630,ENSG00000169016,E2F6
8631,ENSG00000108587,GOSR1
8632,ENSG00000166822,TMEM170A
8633,ENSG00000182631,RXFP3
8634,ENSG00000164175,SLC45A2
8635,ENSG00000183196,CHST6
8636,ENSG00000034713,GABARAPL2
8637,ENSG00000273294,C1QTNF3-AMACR
8638,ENSG00000168090,COPS6
8639,ENSG00000163902,RPN1
8640,ENSG00000082196,C1QTNF3
8641,ENSG00000274349,ZNF658
8642,ENSG00000161618,ALDH16A1
8643,ENSG00000166848,TERF2IP
8644,ENSG00000282757,DUXB
8645,ENSG00000135063,FAM189A2
8646,ENSG00000283755,CPHXL
8647,ENSG00000119906,SLF2
8648,ENSG00000169258,GPRIN1
8649,ENSG00000074317,SNCB
8650,ENSG00000087258,GNAO1
8651,ENSG00000179021,C3orf38
8652,ENSG00000182919,C11orf54
8653,ENSG00000171133,OR2K2
8654,ENSG00000166508,MCM7
8655,ENSG00000198680,TUSC1
8656,ENSG00000215126,CBWD6
8657,ENSG00000096006,CRISP3
8658,ENSG00000081154,PCNP
8659,ENSG00000115159,GPD2
8660,ENSG00000175766,EIF4E1B
8661,ENSG00000090554,FLT3LG
8662,ENSG00000114391,RPL24
8663,ENSG00000107815,TWNK
8664,ENSG00000154025,SLC5A10
8665,ENSG00000048140,TSPAN17
8666,ENSG00000182504,CEP97
8667,ENSG00000120254,MTHFD1L
8668,ENSG00000166986,MARS1
8669,ENSG00000186862,PDZD7
8670,ENSG00000174611,KY
8671,ENSG00000159461,AMFR
8672,ENSG00000151304,SRFBP1
8673,ENSG00000107821,KAZALD1
8674,ENSG00000143207,COP1
8675,ENSG00000113083,LOX
8676,ENSG00000119922,IFIT2
8677,ENSG00000096080,MRPS18A
8678,ENSG00000175662,TOM1L2
8679,ENSG00000112146,FBXO9
8680,ENSG00000095739,BAMBI
8681,ENSG00000221838,AP4M1
8682,ENSG00000163705,FANCD2OS
8683,ENSG00000179455,MKRN3
8684,ENSG00000142534,RPS11
8685,ENSG00000254999,BRK1
8686,ENSG00000134070,IRAK2
8687,ENSG00000181163,NPM1
8688,ENSG00000087263,OGFOD1
8689,ENSG00000171794,UTF1
8690,ENSG00000151650,VENTX
8691,ENSG00000140285,FGF7
8692,ENSG00000151651,ADAM8
8693,ENSG00000104870,FCGRT
8694,ENSG00000138386,NAB1
8695,ENSG00000213760,ATP6V1G2
8696,ENSG00000157017,GHRL
8697,ENSG00000120458,MSANTD2
8698,ENSG00000140264,SERF2
8699,ENSG00000204420,MPIG6B
8700,ENSG00000122176,FMOD
8701,ENSG00000174996,KLC2
8702,ENSG00000026751,SLAMF7
8703,ENSG00000065427,KARS1
8704,ENSG00000115419,GLS
8705,ENSG00000142552,RCN3
8706,ENSG00000166987,MBD6
8707,ENSG00000187753,C9orf153
8708,ENSG00000198546,ZNF511
8709,ENSG00000119138,KLF9
8710,ENSG00000080608,PUM3
8711,ENSG00000283496,ZNF511-PRAP1
8712,ENSG00000142546,NOSIP
8713,ENSG00000130643,CALY
8714,ENSG00000103994,ZNF106
8715,ENSG00000157020,SEC13
8716,ENSG00000165828,PRAP1
8717,ENSG00000137203,TFAP2A
8718,ENSG00000166908,PIP4K2C
8719,ENSG00000148803,FUOM
8720,ENSG00000182896,TMEM95
8721,ENSG00000261609,GAN
8722,ENSG00000175274,TP53I11
8723,ENSG00000127884,ECHS1
8724,ENSG00000150681,RGS18
8725,ENSG00000107263,RAPGEF1
8726,ENSG00000007384,RHBDF1
8727,ENSG00000148832,PAOX
8728,ENSG00000116906,GNPAT
8729,ENSG00000169660,HEXD
8730,ENSG00000138378,STAT4
8731,ENSG00000166997,CNPY4
8732,ENSG00000178498,DTX3
8733,ENSG00000214309,MBLAC1
8734,ENSG00000182372,CLN8
8735,ENSG00000126460,PRRG2
8736,ENSG00000146826,TRAPPC14
8737,ENSG00000103148,NPRL3
8738,ENSG00000240771,ARHGEF25
8739,ENSG00000171016,PYGO1
8740,ENSG00000069966,GNB5
8741,ENSG00000283239,KBTBD11-OT1
8742,ENSG00000112782,CLIC5
8743,ENSG00000126458,RRAS
8744,ENSG00000092969,TGFB2
8745,ENSG00000225830,ERCC6
8746,ENSG00000104728,ARHGEF10
8747,ENSG00000064199,SPA17
8748,ENSG00000197093,GAL3ST4
8749,ENSG00000126461,SCAF1
8750,ENSG00000135373,EHF
8751,ENSG00000070748,CHAT
8752,ENSG00000213420,GPC2
8753,ENSG00000157181,ODR4
8754,ENSG00000178537,SLC25A20
8755,ENSG00000109083,IFT20
8756,ENSG00000135454,B4GALNT1
8757,ENSG00000126456,IRF3
8758,ENSG00000137033,IL33
8759,ENSG00000284701,TMEM247
8760,ENSG00000130656,HBZ
8761,ENSG00000178467,P4HTM
8762,ENSG00000250565,ATP6V1E2
8763,ENSG00000206177,HBM
8764,ENSG00000076258,FMO4
8765,ENSG00000119729,RHOQ
8766,ENSG00000085514,PILRA
8767,ENSG00000136813,ECPAS
8768,ENSG00000188536,HBA2
8769,ENSG00000104064,GABPB1
8770,ENSG00000137275,RIPK1
8771,ENSG00000206172,HBA1
8772,ENSG00000117697,NSL1
8773,ENSG00000086506,HBQ1
8774,ENSG00000151665,PIGF
8775,ENSG00000225921,NOL7
8776,ENSG00000182810,DDX28
8777,ENSG00000178149,DALRD3
8778,ENSG00000239672,NME1
8779,ENSG00000110031,LPXN
8780,ENSG00000010017,RANBP9
8781,ENSG00000160813,PPP1R35
8782,ENSG00000072736,NFATC3
8783,ENSG00000135452,TSPAN31
8784,ENSG00000185955,C7orf61
8785,ENSG00000162669,HFM1
8786,ENSG00000177098,SCN4B
8787,ENSG00000166526,ZNF3
8788,ENSG00000119878,CRIPT
8789,ENSG00000130340,SNX9
8790,ENSG00000176595,KBTBD11
8791,ENSG00000166741,NNMT
8792,ENSG00000135446,CDK4
8793,ENSG00000141052,MYOCD
8794,ENSG00000036448,MYOM2
8795,ENSG00000187714,SLC18A3
8796,ENSG00000241119,UGT1A9
8797,ENSG00000178645,C10orf53
8798,ENSG00000129083,COPB1
8799,ENSG00000078269,SYNJ2
8800,ENSG00000198105,ZNF248
8801,ENSG00000154016,GRAP
8802,ENSG00000178057,NDUFAF3
8803,ENSG00000167165,UGT1A6
8804,ENSG00000266412,NCOA4
8805,ENSG00000164182,NDUFAF2
8806,ENSG00000132681,ATP1A4
8807,ENSG00000139266,MARCHF9
8808,ENSG00000168671,UGT3A2
8809,ENSG00000169783,LINGO1
8810,ENSG00000181038,METTL23
8811,ENSG00000111012,CYP27B1
8812,ENSG00000163661,PTX3
8813,ENSG00000188817,SNTN
8814,ENSG00000188566,NDOR1
8815,ENSG00000076554,TPD52
8816,ENSG00000164187,LMBRD2
8817,ENSG00000163634,THOC7
8818,ENSG00000037897,METTL1
8819,ENSG00000143641,GALNT2
8820,ENSG00000128849,CGNL1
8821,ENSG00000196367,TRRAP
8822,ENSG00000123427,EEF1AKMT3
8823,ENSG00000152620,NADK2
8824,ENSG00000010932,FMO1
8825,ENSG00000241635,UGT1A1
8826,ENSG00000181847,TIGIT
8827,ENSG00000060749,QSER1
8828,ENSG00000011143,MKS1
8829,ENSG00000123297,TSFM
8830,ENSG00000112818,MEP1A
8831,ENSG00000165606,DRGX
8832,ENSG00000123485,HJURP
8833,ENSG00000165983,PTER
8834,ENSG00000253626,EIF5AL1
8835,ENSG00000188816,HMX2
8836,ENSG00000149782,PLCB3
8837,ENSG00000227345,PARG
8838,ENSG00000166920,C15orf48
8839,ENSG00000181722,ZBTB20
8840,ENSG00000010072,SPRTN
8841,ENSG00000173253,DMRT2
8842,ENSG00000112062,MAPK14
8843,ENSG00000135766,EGLN1
8844,ENSG00000144481,TRPM8
8845,ENSG00000145604,SKP2
8846,ENSG00000140511,HAPLN3
8847,ENSG00000165805,C12orf50
8848,ENSG00000148343,MIGA2
8849,ENSG00000240045,STRIT1
8850,ENSG00000177283,FZD8
8851,ENSG00000151923,TIAL1
8852,ENSG00000157766,ACAN
8853,ENSG00000163534,FCRL1
8854,ENSG00000133641,C12orf29
8855,ENSG00000076242,MLH1
8856,ENSG00000004139,SARM1
8857,ENSG00000185697,MYBL1
8858,ENSG00000169169,CPT1C
8859,ENSG00000106686,SPATA6L
8860,ENSG00000168243,GNG4
8861,ENSG00000158113,LRRC43
8862,ENSG00000076351,SLC46A1
8863,ENSG00000116183,PAPPA2
8864,ENSG00000074266,EED
8865,ENSG00000165449,SLC16A9
8866,ENSG00000204671,IL31
8867,ENSG00000176383,B3GNT4
8868,ENSG00000109103,UNC119
8869,ENSG00000065809,FAM107B
8870,ENSG00000120896,SORBS3
8871,ENSG00000284479,SMIM39
8872,ENSG00000152102,FAM168B
8873,ENSG00000139719,VPS33A
8874,ENSG00000270106,TSNAX-DISC1
8875,ENSG00000087111,PIGS
8876,ENSG00000196305,IARS1
8877,ENSG00000156711,MAPK13
8878,ENSG00000166949,SMAD3
8879,ENSG00000008869,HEATR5B
8880,ENSG00000170382,LRRN2
8881,ENSG00000166130,IKBIP
8882,ENSG00000145907,G3BP1
8883,ENSG00000066027,PPP2R5A
8884,ENSG00000120802,TMPO
8885,ENSG00000109107,ALDOC
8886,ENSG00000096070,BRPF3
8887,ENSG00000218739,CEBPZOS
8888,ENSG00000149201,CCDC81
8889,ENSG00000115816,CEBPZ
8890,ENSG00000188770,OPTC
8891,ENSG00000173728,C1orf100
8892,ENSG00000164756,SLC30A8
8893,ENSG00000103591,AAGAB
8894,ENSG00000003509,NDUFAF7
8895,ENSG00000094975,SUCO
8896,ENSG00000103067,ESRP2
8897,ENSG00000139194,RBP5
8898,ENSG00000086848,ALG9
8899,ENSG00000126467,TSKS
8900,ENSG00000139182,CLSTN3
8901,ENSG00000261667,LY6L
8902,ENSG00000205883,DEFB135
8903,ENSG00000206047,DEFA1
8904,ENSG00000104067,TJP1
8905,ENSG00000240247,DEFA1B
8906,ENSG00000172748,ZNF596
8907,ENSG00000103066,PLA2G15
8908,ENSG00000189325,BNIP5
8909,ENSG00000170561,IRX2
8910,ENSG00000010030,ETV7
8911,ENSG00000167625,ZNF526
8912,ENSG00000122786,CALD1
8913,ENSG00000115825,PRKD3
8914,ENSG00000156384,SFR1
8915,ENSG00000169252,ADRB2
8916,ENSG00000164287,CDC20B
8917,ENSG00000105722,ERF
8918,ENSG00000198408,OGA
8919,ENSG00000103064,SLC7A6
8920,ENSG00000167619,TMEM145
8921,ENSG00000076382,SPAG5
8922,ENSG00000164403,SHROOM1
8923,ENSG00000166268,MYRFL
8924,ENSG00000008382,MPND
8925,ENSG00000115828,QPCT
8926,ENSG00000255561,FDXACB1
8927,ENSG00000131437,KIF3A
8928,ENSG00000118492,ADGB
8929,ENSG00000137720,C11orf1
8930,ENSG00000135643,KCNMB4
8931,ENSG00000147647,DPYS
8932,ENSG00000163171,CDC42EP3
8933,ENSG00000175899,A2M
8934,ENSG00000133317,LGALS12
8935,ENSG00000162772,ATF3
8936,ENSG00000173166,RAPH1
8937,ENSG00000103061,SLC7A6OS
8938,ENSG00000164935,DCSTAMP
8939,ENSG00000120049,KCNIP2
8940,ENSG00000175946,KLHL38
8941,ENSG00000103056,SMPD3
8942,ENSG00000091879,ANGPT2
8943,ENSG00000135828,RNASEL
8944,ENSG00000007202,KIAA0100
8945,ENSG00000137200,CMTR1
8946,ENSG00000133321,PLAAT4
8947,ENSG00000076356,PLXNA2
8948,ENSG00000141985,SH3GL1
8949,ENSG00000133328,PLAAT2
8950,ENSG00000184743,ATL3
8951,ENSG00000198937,CCDC167
8952,ENSG00000136868,SLC31A1
8953,ENSG00000103150,MLYCD
8954,ENSG00000176386,CDC26
8955,ENSG00000112139,MDGA1
8956,ENSG00000155508,CNOT8
8957,ENSG00000136875,PRPF4
8958,ENSG00000133318,RTN3
8959,ENSG00000140470,ADAMTS17
8960,ENSG00000140961,OSGIN1
8961,ENSG00000155189,AGPAT5
8962,ENSG00000017427,IGF1
8963,ENSG00000136574,GATA4
8964,ENSG00000124523,SIRT5
8965,ENSG00000103160,HSDL1
8966,ENSG00000140471,LINS1
8967,ENSG00000185523,SPATA45
8968,ENSG00000116711,PLA2G4A
8969,ENSG00000180316,PNPLA1
8970,ENSG00000165188,RNF183
8971,ENSG00000167670,CHAF1A
8972,ENSG00000105810,CDK6
8973,ENSG00000148225,WDR31
8974,ENSG00000154099,DNAAF1
8975,ENSG00000188070,ZFTA
8976,ENSG00000166148,AVPR1A
8977,ENSG00000110987,BCL7A
8978,ENSG00000183475,ASB7
8979,ENSG00000147316,MCPH1
8980,ENSG00000168005,SPINDOC
8981,ENSG00000164500,SPATA48
8982,ENSG00000122778,KIAA1549
8983,ENSG00000167671,UBXN6
8984,ENSG00000132581,SDF2
8985,ENSG00000174099,MSRB3
8986,ENSG00000140955,ADAD2
8987,ENSG00000143845,ETNK2
8988,ENSG00000237541,HLA-DQA2
8989,ENSG00000166788,SAAL1
8990,ENSG00000119411,BSPRY
8991,ENSG00000154227,CERS3
8992,ENSG00000232629,HLA-DQB2
8993,ENSG00000092345,DAZL
8994,ENSG00000119431,HDHD3
8995,ENSG00000109111,SUPT6H
8996,ENSG00000148218,ALAD
8997,ENSG00000241106,HLA-DOB
8998,ENSG00000166558,SLC38A8
8999,ENSG00000069812,HES2
9000,ENSG00000173452,TMEM196
9001,ENSG00000169896,ITGAM
9002,ENSG00000157060,SHCBP1L
9003,ENSG00000005448,WDR54
9004,ENSG00000171798,KNDC1
9005,ENSG00000148229,POLE3
9006,ENSG00000151090,THRB
9007,ENSG00000240065,PSMB9
9008,ENSG00000136235,GPNMB
