,ENSEMBL_ID,HGNC
4834,ENSG00000174738,NR1D2
4835,ENSG00000141298,SSH2
4836,ENSG00000143013,LMO4
4837,ENSG00000141646,SMAD4
4838,ENSG00000169575,VPREB1
4839,ENSG00000090372,STRN4
4840,ENSG00000104763,ASAH1
4841,ENSG00000134748,PRPF38A
4842,ENSG00000126522,ASL
4843,ENSG00000109270,LAMTOR3
4844,ENSG00000168702,LRP1B
4845,ENSG00000048471,SNX29
4846,ENSG00000142892,PIGK
4847,ENSG00000187860,CCDC157
4848,ENSG00000109158,GABRA4
4849,ENSG00000058600,POLR3E
4850,ENSG00000177989,ODF3B
4851,ENSG00000080822,CLDND1
4852,ENSG00000101574,METTL4
4853,ENSG00000118094,TREH
4854,ENSG00000234965,SHISA8
4855,ENSG00000112499,SLC22A2
4856,ENSG00000172967,XKR3
4857,ENSG00000184005,ST6GALNAC3
4858,ENSG00000124091,GCNT7
4859,ENSG00000101180,HRH3
4860,ENSG00000151012,SLC7A11
4861,ENSG00000100221,JOSD1
4862,ENSG00000175048,ZDHHC14
4863,ENSG00000165060,FXN
4864,ENSG00000185056,C5orf47
4865,ENSG00000223572,CKMT1A
4866,ENSG00000162989,KCNJ3
4867,ENSG00000197273,GUCA2A
4868,ENSG00000166292,TMEM100
4869,ENSG00000080986,NDC80
4870,ENSG00000188559,RALGAPA2
4871,ENSG00000183072,NKX2-5
4872,ENSG00000119139,TJP2
4873,ENSG00000144120,TMEM177
4874,ENSG00000159224,GIP
4875,ENSG00000162402,USP24
4876,ENSG00000167780,SOAT2
4877,ENSG00000249242,TMEM150C
4878,ENSG00000144278,GALNT13
4879,ENSG00000170214,ADRA1B
4880,ENSG00000130540,SULT4A1
4881,ENSG00000180340,FZD2
4882,ENSG00000171522,PTGER4
4883,ENSG00000134853,PDGFRA
4884,ENSG00000183111,ARHGEF37
4885,ENSG00000109881,CCDC34
4886,ENSG00000128886,ELL3
4887,ENSG00000101596,SMCHD1
4888,ENSG00000123213,NLN
4889,ENSG00000184530,C6orf58
4890,ENSG00000187151,ANGPTL5
4891,ENSG00000100341,PNPLA5
4892,ENSG00000266967,AARSD1
4893,ENSG00000184601,C14orf180
4894,ENSG00000171408,PDE7B
4895,ENSG00000125991,ERGIC3
4896,ENSG00000110318,CEP126
4897,ENSG00000100345,MYH9
4898,ENSG00000197616,MYH6
4899,ENSG00000139318,DUSP6
4900,ENSG00000178568,ERBB4
4901,ENSG00000140259,MFAP1
4902,ENSG00000116641,DOCK7
4903,ENSG00000185742,C11orf87
4904,ENSG00000154548,SRSF12
4905,ENSG00000127720,METTL25
4906,ENSG00000213316,LTC4S
4907,ENSG00000149534,MS4A2
4908,ENSG00000074621,SLC24A1
4909,ENSG00000166377,ATP9B
4910,ENSG00000164040,PGRMC2
4911,ENSG00000130338,TULP4
4912,ENSG00000108825,PTGES3L-AARSD1
4913,ENSG00000100711,ZFYVE21
4914,ENSG00000214782,MS4A18
4915,ENSG00000184845,DRD1
4916,ENSG00000171199,OPRPN
4917,ENSG00000111145,ELK3
4918,ENSG00000166961,MS4A15
4919,ENSG00000171992,SYNPO
4920,ENSG00000106524,ANKMY2
4921,ENSG00000138069,RAB1A
4922,ENSG00000174799,CEP135
4923,ENSG00000151572,ANO4
4924,ENSG00000165782,PIP4P1
4925,ENSG00000120725,SIL1
4926,ENSG00000153443,UBALD1
4927,ENSG00000130024,PHF10
4928,ENSG00000146731,CCT6A
4929,ENSG00000127586,CHTF18
4930,ENSG00000197714,ZNF460
4931,ENSG00000100302,RASD2
4932,ENSG00000198125,MB
4933,ENSG00000101084,RAB5IF
4934,ENSG00000164035,EMCN
4935,ENSG00000221878,PSG7
4936,ENSG00000140153,WDR20
4937,ENSG00000174485,DENND4A
4938,ENSG00000128708,HAT1
4939,ENSG00000244687,UBE2V1
4940,ENSG00000113300,CNOT6
4941,ENSG00000133265,HSPBP1
4942,ENSG00000149273,RPS3
4943,ENSG00000221963,APOL6
4944,ENSG00000100592,DAAM1
4945,ENSG00000241224,C3orf85
4946,ENSG00000128313,APOL5
4947,ENSG00000189283,FHIT
4948,ENSG00000255690,TRIL
4949,ENSG00000078142,PIK3C3
4950,ENSG00000136274,NACAD
4951,ENSG00000130935,NOL11
4952,ENSG00000128335,APOL2
4953,ENSG00000072135,PTPN18
4954,ENSG00000146416,AIG1
4955,ENSG00000145248,SLC10A4
4956,ENSG00000127743,IL17B
4957,ENSG00000180263,FGD6
4958,ENSG00000146729,NIPSNAP2
4959,ENSG00000206530,CFAP44
4960,ENSG00000167971,CASKIN1
4961,ENSG00000163285,GABRG1
4962,ENSG00000094755,GABRP
4963,ENSG00000254535,PABPC4L
4964,ENSG00000145283,SLC10A6
4965,ENSG00000186625,KATNA1
4966,ENSG00000214491,SEC14L6
4967,ENSG00000149451,ADAM33
4968,ENSG00000103769,RAB11A
4969,ENSG00000130529,TRPM4
4970,ENSG00000164066,INTU
4971,ENSG00000100557,CCDC198
4972,ENSG00000144746,ARL6IP5
4973,ENSG00000070540,WIPI1
4974,ENSG00000206069,LHFPL7
4975,ENSG00000170540,ARL6IP1
4976,ENSG00000197077,KIAA1671
4977,ENSG00000168306,ACOX2
4978,ENSG00000146733,PSPH
4979,ENSG00000172889,EGFL7
4980,ENSG00000115896,PLCL1
4981,ENSG00000100053,CRYBB3
4982,ENSG00000079134,THOC1
4983,ENSG00000118418,HMGN3
4984,ENSG00000206127,GOLGA8O
4985,ENSG00000013561,RNF14
4986,ENSG00000244752,CRYBB2
4987,ENSG00000135966,TGFBRAP1
4988,ENSG00000178665,ZNF713
4989,ENSG00000072210,ALDH3A2
4990,ENSG00000074935,TUBE1
4991,ENSG00000187758,ADH1A
4992,ENSG00000196091,MYBPC1
4993,ENSG00000136250,AOAH
4994,ENSG00000259680,IGHV3OR16-17
4995,ENSG00000171723,GPHN
4996,ENSG00000128272,ATF4
4997,ENSG00000081320,STK17B
4998,ENSG00000144847,IGSF11
4999,ENSG00000158555,GDPD5
5000,ENSG00000100368,CSF2RB
5001,ENSG00000151470,C4orf33
5002,ENSG00000124140,SLC12A5
5003,ENSG00000169692,AGPAT2
5004,ENSG00000091651,ORC6
5005,ENSG00000135521,LTV1
5006,ENSG00000152127,MGAT5
5007,ENSG00000153551,CMTM7
5008,ENSG00000214357,NEURL1B
5009,ENSG00000163631,ALB
5010,ENSG00000164694,FNDC1
5011,ENSG00000198832,SELENOM
5012,ENSG00000136425,CIB2
5013,ENSG00000165716,DIPK1B
5014,ENSG00000171208,NETO2
5015,ENSG00000039319,ZFYVE16
5016,ENSG00000187922,LCN10
5017,ENSG00000198062,POTEH
5018,ENSG00000141447,OSBPL1A
5019,ENSG00000163611,SPICE1
5020,ENSG00000106070,GRB10
5021,ENSG00000100077,GRK3
5022,ENSG00000125740,FOSB
5023,ENSG00000188674,C2orf80
5024,ENSG00000267206,LCN6
5025,ENSG00000166411,IDH3A
5026,ENSG00000163513,TGFBR2
5027,ENSG00000196470,SIAH1
5028,ENSG00000135537,AFG1L
5029,ENSG00000100206,DMC1
5030,ENSG00000069345,DNAJA2
5031,ENSG00000100433,KCNK10
5032,ENSG00000177984,LCN15
5033,ENSG00000116120,FARSB
5034,ENSG00000114487,MORC1
5035,ENSG00000125844,RRBP1
5036,ENSG00000244187,TMEM141
5037,ENSG00000184786,DYNLT2
5038,ENSG00000178229,ZNF543
5039,ENSG00000118420,UBE3D
5040,ENSG00000213213,CCDC183
5041,ENSG00000278318,ZNF229
5042,ENSG00000166391,MOGAT2
5043,ENSG00000067365,METTL22
5044,ENSG00000150540,HNMT
5045,ENSG00000185100,ADSS1
5046,ENSG00000062282,DGAT2
5047,ENSG00000167555,ZNF528
5048,ENSG00000100380,ST13
5049,ENSG00000196642,RABL6
5050,ENSG00000168903,BTNL3
5051,ENSG00000187957,DNER
5052,ENSG00000071994,PDCD2
5053,ENSG00000169021,UQCRFS1
5054,ENSG00000243130,PSG11
5055,ENSG00000161013,MGAT4B
5056,ENSG00000076003,MCM6
5057,ENSG00000165617,DACT1
5058,ENSG00000155330,C16orf87
5059,ENSG00000063127,SLC6A16
5060,ENSG00000101605,MYOM1
5061,ENSG00000149257,SERPINH1
5062,ENSG00000165792,METTL17
5063,ENSG00000011523,CEP68
5064,ENSG00000054148,PHPT1
5065,ENSG00000069329,VPS35
5066,ENSG00000108602,ALDH3A1
5067,ENSG00000092470,WDR76
5068,ENSG00000198612,COPS8
5069,ENSG00000177943,MAMDC4
5070,ENSG00000183813,CCR4
5071,ENSG00000101049,SGK2
5072,ENSG00000181027,FKRP
5073,ENSG00000073169,SELENOO
5074,ENSG00000144834,TAGLN3
5075,ENSG00000196821,ILRUN
5076,ENSG00000067369,TP53BP1
5077,ENSG00000159307,SCUBE1
5078,ENSG00000107223,EDF1
5079,ENSG00000112208,BAG2
5080,ENSG00000166927,MS4A7
5081,ENSG00000114446,IFT57
5082,ENSG00000237515,SHISA9
5083,ENSG00000198945,L3MBTL3
5084,ENSG00000213221,DNLZ
5085,ENSG00000185565,LSAMP
5086,ENSG00000165689,ENTR1
5087,ENSG00000163075,CFAP221
5088,ENSG00000256463,SALL3
5089,ENSG00000138942,RNF185
5090,ENSG00000039600,SOX30
5091,ENSG00000005020,SKAP2
5092,ENSG00000091157,WDR7
5093,ENSG00000083290,ULK2
5094,ENSG00000166928,MS4A14
5095,ENSG00000172260,NEGR1
5096,ENSG00000149474,KAT14
5097,ENSG00000103485,QPRT
5098,ENSG00000242221,PSG2
5099,ENSG00000117480,FAAH
5100,ENSG00000164466,SFXN1
5101,ENSG00000160469,BRSK1
5102,ENSG00000244486,SCARF2
5103,ENSG00000140795,MYLK3
5104,ENSG00000165688,PMPCA
5105,ENSG00000133937,GSC
5106,ENSG00000137944,KYAT3
5107,ENSG00000114520,SNX4
5108,ENSG00000166930,MS4A5
5109,ENSG00000255582,OR10G2
5110,ENSG00000182652,OR4Q3
5111,ENSG00000129473,BCL2L2
5112,ENSG00000130538,OR11H1
5113,ENSG00000137561,TTPA
5114,ENSG00000133460,SLC2A11
5115,ENSG00000091428,RAPGEF4
5116,ENSG00000164543,STK17A
5117,ENSG00000184232,OAF
5118,ENSG00000165409,TSHR
5119,ENSG00000125780,TGM3
5120,ENSG00000187658,C5orf52
5121,ENSG00000137709,POU2F3
5122,ENSG00000166948,TGM6
5123,ENSG00000185728,YTHDF3
5124,ENSG00000121578,B4GALT4
5125,ENSG00000226650,KIF4B
5126,ENSG00000198108,CHSY3
5127,ENSG00000182183,SHISAL2A
5128,ENSG00000145358,DDIT4L
5129,ENSG00000187546,AGMO
5130,ENSG00000125835,SNRPB
5131,ENSG00000102910,LONP2
5132,ENSG00000101680,LAMA1
5133,ENSG00000067334,DNTTIP2
5134,ENSG00000178776,C5orf46
5135,ENSG00000151466,SCLT1
5136,ENSG00000161055,SCGB3A1
5137,ENSG00000166329,CCDC182
5138,ENSG00000181610,MRPS23
5139,ENSG00000177468,OLIG3
5140,ENSG00000182348,ZNF804B
5141,ENSG00000124767,GLO1
5142,ENSG00000214860,EVPLL
5143,ENSG00000198944,SOWAHA
5144,ENSG00000131037,EPS8L1
5145,ENSG00000112210,RAB23
5146,ENSG00000173457,PPP1R14B
5147,ENSG00000164402,SEPTIN8
5148,ENSG00000142949,PTPRF
5149,ENSG00000214652,ZNF727
5150,ENSG00000137558,PI15
5151,ENSG00000170471,RALGAPB
5152,ENSG00000156970,BUB1B
5153,ENSG00000075213,SEMA3A
5154,ENSG00000219435,CATSPERZ
5155,ENSG00000131023,LATS1
5156,ENSG00000126432,PRDX5
5157,ENSG00000104381,GDAP1
5158,ENSG00000138769,CDKL2
5159,ENSG00000171916,LGALS9C
5160,ENSG00000165417,GTF2A1
5161,ENSG00000277586,NEFL
5162,ENSG00000138639,ARHGAP24
5163,ENSG00000168071,CCDC88B
5164,ENSG00000147697,GSDMC
5165,ENSG00000196715,VKORC1L1
5166,ENSG00000177143,CETN1
5167,ENSG00000148384,INPP5E
5168,ENSG00000091844,RGS17
5169,ENSG00000176890,TYMS
5170,ENSG00000260428,SCX
5171,ENSG00000157045,NTAN1
5172,ENSG00000163870,TPRA1
5173,ENSG00000106701,FSD1L
5174,ENSG00000185122,HSF1
5175,ENSG00000164488,DACT2
5176,ENSG00000254656,RTL1
5177,ENSG00000134001,EIF2S1
5178,ENSG00000233917,POTEB
5179,ENSG00000106605,BLVRA
5180,ENSG00000196376,SLC35F1
5181,ENSG00000256060,TRAPPC2B
5182,ENSG00000164442,CITED2
5183,ENSG00000100558,PLEK2
5184,ENSG00000258405,ZNF578
5185,ENSG00000185290,NUPR2
5186,ENSG00000138640,FAM13A
5187,ENSG00000255192,NANOGP8
5188,ENSG00000197405,C5AR1
5189,ENSG00000105281,SLC1A5
5190,ENSG00000010810,FYN
5191,ENSG00000132199,ENOSF1
5192,ENSG00000137872,SEMA6D
5193,ENSG00000156968,MPV17L
5194,ENSG00000186051,TAL2
5195,ENSG00000157259,GATAD1
5196,ENSG00000156345,CDK20
5197,ENSG00000156127,BATF
5198,ENSG00000185000,DGAT1
5199,ENSG00000119686,FLVCR2
5200,ENSG00000166123,GPT2
5201,ENSG00000154978,VOPP1
5202,ENSG00000162302,RPS6KA4
5203,ENSG00000171931,FBXW10
5204,ENSG00000101438,SLC32A1
5205,ENSG00000102921,N4BP1
5206,ENSG00000186522,SEPTIN10
5207,ENSG00000101442,ACTR5
5208,ENSG00000125503,PPP1R12C
5209,ENSG00000215529,EFCAB8
5210,ENSG00000113742,CPEB4
5211,ENSG00000105829,BET1
5212,ENSG00000215568,GAB4
5213,ENSG00000171928,TVP23B
5214,ENSG00000135049,AGTPBP1
5215,ENSG00000149646,CNBD2
5216,ENSG00000129636,ITFG1
5217,ENSG00000119685,TTLL5
5218,ENSG00000261678,SCRT1
5219,ENSG00000186265,BTLA
5220,ENSG00000182325,FBXL6
5221,ENSG00000100154,TTC28
5222,ENSG00000168065,SLC22A11
5223,ENSG00000114904,NEK4
5224,ENSG00000196636,SDHAF3
5225,ENSG00000116133,DHCR24
5226,ENSG00000164715,LMTK2
5227,ENSG00000101203,COL20A1
5228,ENSG00000276950,GSTT4
5229,ENSG00000100167,SEPTIN3
5230,ENSG00000172878,METAP1D
5231,ENSG00000197891,SLC22A12
5232,ENSG00000122547,EEPD1
5233,ENSG00000173137,ADCK5
5234,ENSG00000171777,RASGRP4
5235,ENSG00000161956,SENP3
5236,ENSG00000172139,SLC9C1
5237,ENSG00000206422,LRRC30
5238,ENSG00000134775,FHOD3
5239,ENSG00000136535,TBR1
5240,ENSG00000102900,NUP93
5241,ENSG00000205442,IZUMO3
5242,ENSG00000070190,DAPP1
5243,ENSG00000186472,PCLO
5244,ENSG00000070614,NDST1
5245,ENSG00000165185,KIAA1958
5246,ENSG00000071894,CPSF1
5247,ENSG00000182263,FIGN
5248,ENSG00000151475,SLC25A31
5249,ENSG00000136866,ZFP37
5250,ENSG00000155729,KCTD18
5251,ENSG00000154269,ENPP3
5252,ENSG00000171502,COL24A1
5253,ENSG00000148335,NTMT1
5254,ENSG00000087128,TMPRSS11E
5255,ENSG00000133935,ERG28
5256,ENSG00000144848,ATG3
5257,ENSG00000277957,SENP3-EIF4A1
5258,ENSG00000113269,RNF130
5259,ENSG00000129226,CD68
5260,ENSG00000068831,RASGRP2
5261,ENSG00000184459,BPIFC
5262,ENSG00000119865,CNRIP1
5263,ENSG00000182931,WFDC10B
5264,ENSG00000089916,GPATCH2L
5265,ENSG00000138650,PCDH10
5266,ENSG00000122507,BBS9
5267,ENSG00000130699,TAF4
5268,ENSG00000100379,KCTD17
5269,ENSG00000170006,TMEM154
5270,ENSG00000066697,MSANTD3
5271,ENSG00000072080,SPP2
5272,ENSG00000129255,MPDU1
5273,ENSG00000198092,TMPRSS11F
5274,ENSG00000130558,OLFM1
5275,ENSG00000215595,C20orf202
5276,ENSG00000124143,ARHGAP40
5277,ENSG00000169087,HSPBAP1
5278,ENSG00000161011,SQSTM1
5279,ENSG00000158901,WFDC8
5280,ENSG00000259956,RBM15B
5281,ENSG00000114638,UPK1B
5282,ENSG00000119650,IFT43
5283,ENSG00000128165,ADM2
5284,ENSG00000124155,PIGT
5285,ENSG00000100253,MIOX
5286,ENSG00000287542,HERC3
5287,ENSG00000150394,CDH8
5288,ENSG00000170153,RNF150
5289,ENSG00000147905,ZCCHC7
5290,ENSG00000100503,NIN
5291,ENSG00000173213,TUBB8B
5292,ENSG00000141385,AFG3L2
5293,ENSG00000170142,UBE2E1
5294,ENSG00000147804,SLC39A4
5295,ENSG00000162399,BSND
5296,ENSG00000145882,PCYOX1L
5297,ENSG00000116157,GPX7
5298,ENSG00000109445,ZNF330
5299,ENSG00000143036,SLC44A3
5300,ENSG00000100241,SBF1
5301,ENSG00000152377,SPOCK1
5302,ENSG00000135355,GJA10
5303,ENSG00000163519,TRAT1
5304,ENSG00000205629,LCMT1
5305,ENSG00000160948,VPS28
5306,ENSG00000118412,CASP8AP2
5307,ENSG00000113520,IL4
5308,ENSG00000114948,ADAM23
5309,ENSG00000106829,TLE4
5310,ENSG00000177494,ZBED2
5311,ENSG00000060069,CTDP1
5312,ENSG00000214324,C3orf56
5313,ENSG00000138641,HERC3
5314,ENSG00000129194,SOX15
5315,ENSG00000129245,FXR2
5316,ENSG00000283776,TAF11L13
5317,ENSG00000118496,FBXO30
5318,ENSG00000155511,GRIA1
5319,ENSG00000163605,PPP4R2
5320,ENSG00000028839,TBPL1
5321,ENSG00000170776,AKAP13
5322,ENSG00000171241,SHCBP1
5323,ENSG00000118526,TCF21
5324,ENSG00000174156,GSTA3
5325,ENSG00000014257,ACP3
5326,ENSG00000059691,GATB
5327,ENSG00000167186,COQ7
5328,ENSG00000170899,GSTA4
5329,ENSG00000144228,SPOPL
5330,ENSG00000152217,SETBP1
5331,ENSG00000129214,SHBG
5332,ENSG00000001617,SEMA3F
5333,ENSG00000068976,PYGM
5334,ENSG00000136542,GALNT5
5335,ENSG00000049759,NEDD4L
5336,ENSG00000065243,PKN2
5337,ENSG00000137270,GCM1
5338,ENSG00000169181,GSG1L
5339,ENSG00000261236,BOP1
5340,ENSG00000182477,OR2B8P
5341,ENSG00000124657,OR2B6
5342,ENSG00000213066,CEP43
5343,ENSG00000152128,TMEM163
5344,ENSG00000078177,N4BP2
5345,ENSG00000168067,MAP4K2
5346,ENSG00000122299,ZC3H7A
5347,ENSG00000248672,LY75-CD302
5348,ENSG00000112494,UNC93A
5349,ENSG00000185803,SLC52A2
5350,ENSG00000117528,ABCD3
5351,ENSG00000188338,SLC38A3
5352,ENSG00000120440,TTLL2
5353,ENSG00000104894,CD37
5354,ENSG00000171428,NAT1
5355,ENSG00000133706,LARS1
5356,ENSG00000135312,HTR1B
5357,ENSG00000219607,PPP1R3G
5358,ENSG00000087245,MMP2
5359,ENSG00000111913,RIPOR2
5360,ENSG00000082556,OPRK1
5361,ENSG00000151962,RBM46
5362,ENSG00000271723,MROH7-TTC4
5363,ENSG00000022567,SLC45A4
5364,ENSG00000170819,BFSP2
5365,ENSG00000163535,SGO2
5366,ENSG00000151623,NR3C2
5367,ENSG00000107362,ABHD17B
5368,ENSG00000144824,PHLDB2
5369,ENSG00000165059,PRKACG
5370,ENSG00000107077,KDM4C
5371,ENSG00000137822,TUBGCP4
5372,ENSG00000172339,ALG14
5373,ENSG00000036549,ZZZ3
5374,ENSG00000204882,GPR20
5375,ENSG00000163510,CWC22
5376,ENSG00000172680,MOS
5377,ENSG00000181690,PLAG1
5378,ENSG00000141504,SAT2
5379,ENSG00000254901,BORCS8
5380,ENSG00000110047,EHD1
5381,ENSG00000170791,CHCHD7
5382,ENSG00000005981,ASB4
5383,ENSG00000145425,RPS3A
5384,ENSG00000159398,CES5A
5385,ENSG00000127993,RBM48
5386,ENSG00000129244,ATP1B2
5387,ENSG00000058799,YIPF1
5388,ENSG00000108947,EFNB3
5389,ENSG00000182318,ZSCAN22
5390,ENSG00000059758,CDK17
5391,ENSG00000127989,MTERF1
5392,ENSG00000188785,ZNF548
5393,ENSG00000237524,TEX51
5394,ENSG00000262628,OR1D5
5395,ENSG00000262085,OR1P1
5396,ENSG00000166143,PPP1R14D
5397,ENSG00000110046,ATG2A
5398,ENSG00000106236,NPTX2
5399,ENSG00000104419,NDRG1
5400,ENSG00000178718,RPP25
5401,ENSG00000185823,NPAP1
5402,ENSG00000203985,LDLRAD1
5403,ENSG00000129003,VPS13C
5404,ENSG00000109084,TMEM97
5405,ENSG00000242950,ERVW-1
5406,ENSG00000196873,CBWD3
5407,ENSG00000164645,TEX47
5408,ENSG00000012124,CD22
5409,ENSG00000138411,HECW2
5410,ENSG00000106261,ZKSCAN1
5411,ENSG00000054690,PLEKHH1
5412,ENSG00000079974,RABL2B
5413,ENSG00000109079,TNFAIP1
5414,ENSG00000189433,GJB4
5415,ENSG00000179178,TMEM125
5416,ENSG00000006128,TAC1
5417,ENSG00000068971,PPP2R5B
5418,ENSG00000109255,NMU
5419,ENSG00000142700,DMRTA2
5420,ENSG00000111647,UHRF1BP1L
5421,ENSG00000127124,HIVEP3
5422,ENSG00000004142,POLDIP2
5423,ENSG00000158186,MRAS
5424,ENSG00000100564,PIGH
5425,ENSG00000164465,DCBLD1
5426,ENSG00000149735,GPHA2
5427,ENSG00000132432,SEC61G
5428,ENSG00000162604,TM2D1
5429,ENSG00000261210,CLEC19A
5430,ENSG00000168070,MAJIN
5431,ENSG00000102970,CCL17
5432,ENSG00000244045,TMEM199
5433,ENSG00000128581,IFT22
5434,ENSG00000081181,ARG2
5435,ENSG00000168062,BATF2
5436,ENSG00000164124,TMEM144
5437,ENSG00000166246,DNAAF8
5438,ENSG00000213465,ARL2
5439,ENSG00000118482,PHF3
5440,ENSG00000198643,FAM3D
5441,ENSG00000100568,VTI1B
5442,ENSG00000116171,SCP2
5443,ENSG00000109072,VTN
5444,ENSG00000171219,CDC42BPG
5445,ENSG00000072042,RDH11
5446,ENSG00000174600,CMKLR1
5447,ENSG00000007545,CRAMP1
5448,ENSG00000146242,TPBG
5449,ENSG00000239789,MRPS17
5450,ENSG00000189241,TSPYL1
5451,ENSG00000114125,RNF7
5452,ENSG00000112246,SIM1
5453,ENSG00000172115,CYCS
5454,ENSG00000120860,WASHC3
5455,ENSG00000124789,NUP153
5456,ENSG00000197879,MYO1C
5457,ENSG00000144909,OSBPL11
5458,ENSG00000169919,GUSB
5459,ENSG00000279270,OR52R1
5460,ENSG00000278870,OR51G1
5461,ENSG00000205496,OR51A2
5462,ENSG00000205495,OR52J3
5463,ENSG00000176787,OR52E2
5464,ENSG00000273085,OR52E1
5465,ENSG00000065485,PDIA5
5466,ENSG00000006007,GDE1
5467,ENSG00000139988,RDH12
5468,ENSG00000198369,SPRED2
5469,ENSG00000244734,HBB
5470,ENSG00000257520,SFTA3
5471,ENSG00000223609,HBD
5472,ENSG00000162944,RFTN2
5473,ENSG00000090565,RAB11FIP3
5474,ENSG00000253719,ATXN7L3B
5475,ENSG00000136327,NKX2-8
5476,ENSG00000129991,TNNI3
5477,ENSG00000111670,GNPTAB
5478,ENSG00000198807,PAX9
5479,ENSG00000174564,IL20RB
5480,ENSG00000120436,GPR31
5481,ENSG00000198670,LPA
5482,ENSG00000196565,HBG2
5483,ENSG00000127980,PEX1
5484,ENSG00000213931,HBE1
5485,ENSG00000072415,PALS1
5486,ENSG00000145982,FARS2
5487,ENSG00000205702,CYP2D7
5488,ENSG00000183251,OR51B4
5489,ENSG00000138459,SLC35A5
5490,ENSG00000176239,OR51B6
5491,ENSG00000100554,ATP6V1D
5492,ENSG00000138764,CCNG2
5493,ENSG00000167360,OR51Q1
5494,ENSG00000137936,BCAR3
5495,ENSG00000181609,OR52D1
5496,ENSG00000084110,HAL
5497,ENSG00000175520,UBQLN3
5498,ENSG00000112238,PRDM13
5499,ENSG00000163083,INHBB
5500,ENSG00000175518,UBQLNL
5501,ENSG00000102962,CCL22
5502,ENSG00000104812,GYS1
5503,ENSG00000187747,OR52B6
5504,ENSG00000047579,DTNBP1
5505,ENSG00000144320,LNPK
5506,ENSG00000256812,CAPNS2
5507,ENSG00000121236,TRIM6
5508,ENSG00000145103,ILDR1
5509,ENSG00000100219,XBP1
5510,ENSG00000135720,DYNC1LI2
5511,ENSG00000186951,PPARA
5512,ENSG00000158220,ESYT3
5513,ENSG00000145428,RNF175
5514,ENSG00000205643,CDPF1
5515,ENSG00000104901,DKKL1
5516,ENSG00000146090,RASGEF1C
5517,ENSG00000100883,SRP54
5518,ENSG00000178662,CSRNP3
5519,ENSG00000173548,SNX33
5520,ENSG00000133742,CA1
5521,ENSG00000143032,BARHL2
5522,ENSG00000183569,SERHL2
5523,ENSG00000166762,CATSPER2
5524,ENSG00000164169,PRMT9
5525,ENSG00000129990,SYT5
5526,ENSG00000258588,TRIM6-TRIM34
5527,ENSG00000008197,TFAP2D
5528,ENSG00000178028,DMAP1
5529,ENSG00000137393,RNF144B
5530,ENSG00000144355,DLX1
5531,ENSG00000168994,PXDC1
5532,ENSG00000118007,STAG1
5533,ENSG00000009765,IYD
5534,ENSG00000181023,OR56B1
5535,ENSG00000205409,OR52E6
5536,ENSG00000103460,TOX3
5537,ENSG00000177432,NAP1L5
5538,ENSG00000213934,HBG1
5539,ENSG00000144331,ZNF385B
5540,ENSG00000182170,MRGPRG
5541,ENSG00000111275,ALDH2
5542,ENSG00000184350,MRGPRE
5543,ENSG00000198939,ZFP2
5544,ENSG00000104866,PPP1R37
5545,ENSG00000171557,FGG
5546,ENSG00000005801,ZNF195
5547,ENSG00000141076,UTP4
5548,ENSG00000153896,ZNF599
5549,ENSG00000132376,INPP5K
5550,ENSG00000249751,ECSCR
5551,ENSG00000140262,TCF12
5552,ENSG00000080031,PTPRH
5553,ENSG00000004809,SLC22A16
5554,ENSG00000145861,C1QTNF2
5555,ENSG00000144118,RALB
5556,ENSG00000203797,DDO
5557,ENSG00000086589,RBM22
5558,ENSG00000189182,KRT77
5559,ENSG00000124535,WRNIP1
5560,ENSG00000168710,AHCYL1
5561,ENSG00000004766,VPS50
5562,ENSG00000151458,ANKRD50
5563,ENSG00000139354,GAS2L3
5564,ENSG00000021355,SERPINB1
5565,ENSG00000249222,ATP5MGL
5566,ENSG00000164574,GALNT10
5567,ENSG00000170542,SERPINB9
5568,ENSG00000183172,SMDT1
5569,ENSG00000145439,CBR4
5570,ENSG00000128274,A4GALT
5571,ENSG00000124570,SERPINB6
5572,ENSG00000242247,ARFGAP3
5573,ENSG00000276581,SPATA31A5
5574,ENSG00000188042,ARL4C
5575,ENSG00000260220,CCDC187
5576,ENSG00000164070,HSPA4L
5577,ENSG00000105171,POP4
5578,ENSG00000064115,TM7SF3
5579,ENSG00000167705,RILP
5580,ENSG00000135632,SMYD5
5581,ENSG00000119638,NEK9
5582,ENSG00000117519,CNN3
5583,ENSG00000284356,TAF11L10
5584,ENSG00000164325,TMEM174
5585,ENSG00000174231,PRPF8
5586,ENSG00000151883,PARP8
5587,ENSG00000087253,LPCAT2
5588,ENSG00000134215,VAV3
5589,ENSG00000182035,ADIG
5590,ENSG00000119314,PTBP3
5591,ENSG00000114573,ATP6V1A
5592,ENSG00000019186,CYP24A1
5593,ENSG00000135960,EDAR
5594,ENSG00000197841,ZNF181
5595,ENSG00000168928,CTRB2
5596,ENSG00000100243,CYB5R3
5597,ENSG00000166226,CCT2
5598,ENSG00000255151,GLYATL1B
5599,ENSG00000185897,FFAR3
5600,ENSG00000189057,FAM111B
5601,ENSG00000249961,TERB1
5602,ENSG00000077684,JADE1
5603,ENSG00000181035,SLC25A42
5604,ENSG00000249884,RNF103-CHMP3
5605,ENSG00000064787,BCAS1
5606,ENSG00000163600,ICOS
5607,ENSG00000110042,DTX4
5608,ENSG00000180089,TMEM86B
